simplified,traditional,pinyin_1,pinyin_2,english,hsk_level
滋润,滋潤,zi1run4,zīrùn,quenched; moist,6
昔日,昔日,xi1ri4,xīrì,formerly; in olden days,6
成效,成效,cheng2xiao4,chéngxiào,effect; result,6
性能,性能,xing4neng2,xìngnéng,function; performance,6
心甘情愿,心甘情願,xin1gan1qing2yuan4,xīngānqíngyuàn,totally willing; perfectly happy to,6
吝啬,吝嗇,lin4se4,lìnsè,stingy; mean; miserly,6
要素,要素,yao4su4,yàosù,essential factor; key constituent,6
无忧无虑,無憂無慮,wu2you1wu2lv4,wúyōuwúlǜ,carefree and without worries,6
拼搏,拼搏,pin1bo2,pīnbó,struggle; wrestle,6
庄重,庄重,zhuang1zhong4,zhuāngzhòng,grave; solemn; dignified,6
宏伟,宏偉,hong2wei3,hóngwěi,grand; imposing; magnificent; grand,6
孕育,孕育,yun4yu4,yùnyù,"be pregnant; to produce offspring; nurture (a development, school of thought, artwork, etc.)",6
奔波,奔波,ben1bo1,bēnbō,rush about; be busy running about,6
向来,向來,xiang4lai2,xiànglái,always; all along,6
勇于,勇於,yong3yu2,yǒngyú,have the courage to; be brave enough,6
一帆风顺,一帆風順,yi4fan1feng1shun4,yìfānfēngshùn,(saying) smooth sailing,6
陈旧,陳舊,chen2jiu4,chénjiù,old fashioned; outmoded; obsolete,6
茫茫,茫茫,mang2mang2,mángmáng,boundless; vast and obscure,6
绣,繡,xiu4,xiù,embroider; embroidery,6
细致,細致,xi4zhi4,xìzhì,delicate; meticulous,6
田野,田野,tian2ye3,tiányě,field; open country,6
摧残,摧殘,cui1can2,cuīcán,to ruin; devastate; vandalize,6
事项,事項,shi4xiang4,shìxiàng,matter; item,6
运算,運算,yun4suan4,yùnsuàn,(mathematical) operation,6
牢骚,牢騷,lao2sao1,láosāo,grumble; complaint,6
攀登,攀登,pan1deng1,pāndēng,to climb; clamber; to pull oneself up,6
岳母,岳母,yue4mu3,yuèmǔ,wife's mother; mother-in-law,6
动员,動員,dong4yuan2,dòngyuán,mobilize,6
凝聚,凝聚,ning2ju4,níngjù,agglomeration; agglomerate; cohesion; coherence,6
节制,節制,jie2zhi4,jiézhì,to be restrained or moderate,6
流通,流通,liu2tong1,liútōng,circulate; currency,6
次序,次序,ci4xu4,cìxù,sequence; order,6
批判,批判,pi1pan4,pīpàn,criticize; critique,6
急躁,急躁,ji2zao4,jízào,irritable; impetuous; impatient,6
思索,思索,si1suo3,sīsuǒ,think deeply; ponder,6
尖端,尖端,jian1duan1,jiānduān,highest peak; the tip; sharp pointed end; most advanced and sophisticated,6
夕阳,夕陽,xi1yang2,xīyáng,setting sun,6
复兴,復興,fu4xing1,fùxīng,revive; restore,6
体积,體積,ti3ji1,tǐjī,volume; bulk,6
谦逊,謙遜,qian1xun4,qiānxùn,humble; modest; humility,6
缺口,缺口,que1kou3,quēkǒu,gap; breach; shortfall,6
现成,現成,xian4cheng2,xiànchéng,ready-made; off-the-shelf,6
率领,率領,shuai4ling3,shuàilǐng,lead; command; head,6
无非,無非,wu2fei1,wúfēi,nothing but; only,6
才干,才干,cai2gan4,cáigàn,ability; competence,6
愚昧,愚昧,yu2mei4,yúmèi,ignorant; benighted; backwards,6
展望,展望,zhan3wang4,zhǎnwàng,outlook; prospect; to look ahead; look forward to,6
屏障,屏障,ping2zhang4,píngzhàng,wall; barrier; protective screen,6
嫂子,嫂子,sao3zi5,sǎozi,(informal) elder brother's wife; sister-in-law,6
发炎,發炎,fa1yan2,fāyán,become inflamed from infection or injury,6
乐谱,樂譜,yue4pu3,yuèpǔ,sheet music,6
迟疑,遲疑,chi2yi2,chíyí,hesitate,6
迁徙,遷徙,qian1xi3,qiānxǐ,migrate; move; change one's residence,6
茫然,茫然,mang2ran2,mángrán,unseeing; ignorant; have no knowledge of sth.,6
滔滔不绝,滔滔不絕,tao1tao1 bu4 jue2,tāotāo bù jué,(saying) talking non-stop; gushing; torrential,6
曲折,曲折,qu1zhe2,qūzhé,winding; zigzag; complicated,6
惊动,驚動,jing1dong4,jīngdòng,alarm; alert; startle; disturb,6
压缩,壓縮,ya1suo1,yāsuō,to compress,6
觉醒,覺醒,jue2xing3,juéxǐng,awaken; arousal; realize,6
索取,索取,suo3qu3,suǒqǔ,demand; ask for; to exact,6
示意,示意,shi4yi4,shìyì,to signal; to hint; to gesture; to motion; to indicate (an idea to sb),6
深沉,深沉,shen1chen2,shēnchén,deep; extreme; low pitched (sound); grave; reserved (of a person),6
巩固,鞏固,gong3gu4,gǒnggù,consolidate; solidify,6
阐述,闡述,chan3shu4,chǎnshù,expound (a position); elaborate (on a topic),6
适宜,適宜,shi4yi2,shìyí,suitable for; appropriate for,6
过问,過問,guo4wen4,guòwèn,take an interest in; get involved with,6
败坏,敗壞,bai4huai4,bàihuài,ruin; corrupt; undermine,6
请帖,請帖,qing3tie3,qǐngtiě,invitation card; written invitation,6
耗费,耗費,hao4fei4,hàofèi,waste; spend; consume,6
泛滥,泛濫,fan4lan4,fànlàn,to be in flood; to overflow (the banks); to inundate; to spread unchecked,6
方言,方言,fang1yan2,fāngyán,dialect,6
培育,培育,pei2yu4,péiyù,to train; nurture; to breed,6
停滞,停滯,ting2zhi4,tíngzhì,stagnation; be at a standstill; bogged down,6
严禁,嚴禁,yan2jin4,yánjìn,strictly prohibit; forbid,6
转折,轉折,zhuan3zhe2,zhuǎnzhé,turning point; shift in the trend of events; plot twist in a book,6
表彰,表彰,biao3zhang1,biǎozhāng,cite (in dispatches); commend,6
若干,若干,ruo4gan1,ruògān,a certain number or amount; how many; how much,6
牵制,牽制,qian1zhi4,qiānzhì,control; curb; restrict; impede,6
焦急,焦急,jiao1ji2,jiāojí,anxiety; worried,6
炎热,炎熱,yan2re4,yánrè,blistering hot; sizzling hot (weather),6
权衡,權衡,quan2heng2,quánhéng,trade-off; weigh pros and cons,6
插座,插座,cha1zuo4,chāzuò,power socket,6
打量,打量,da3liang5,dǎliang,take measure of; size up,6
应酬,應酬,ying4chou5,yìngchou,socialize with; a social engagement,6
奥秘,奧秘,ao4mi4,àomì,mystery; enigma; profound; deep,6
响亮,響亮,xiang3liang4,xiǎngliàng,loud and clear; resounding,6
划分,劃分,hua4fen1,huàfēn,divide up; differentiate,6
附属,附屬,fu4shu3,fùshǔ,subsidiary; auxiliary; affiliate; attached,6
自卑,自卑,zi4bei1,zìbēi,feel inferior; be self-abased,6
背诵,背誦,bei4song4,bèisòng,recite,6
盛开,盛開,sheng4kai1,shèngkāi,to bloom; be in full flower,6
汹涌,洶涌,xiong1yong3,xiōngyǒng,"(used in reference to an ocean, river, lake etc.) violently surge up; turbulent",6
毅力,毅力,yi4li4,yìlì,willpower; perseverance; will; stamina; tenacity,6
敬业,敬業,jing4ye4,jìngyè,work ethic,6
拔苗助长,拔苗助長,ba2miao2zhu4zhang3,bámiáozhùzhǎng,(literally) help shoots grow by pulling them out; spoil things by excessive enthusiasm,6
当务之急,當務之急,dang1wu4zhi1ji2,dāngwùzhījí,the most pressing matter of the moment; a top priority task; urgent matter,6
对立,對立,dui4li4,duìlì,oppose; to counter,6
增添,增添,zeng1tian1,zēngtiān,add to; increase,6
隔阂,隔閡,ge2he2,géhé,estrangement; misunderstanding,6
譬如,譬如,pi4ru2,pìrú,for example; for instance; such as,6
腹泻,腹瀉,fu4xie4,fùxiè,diarrhea,6
指标,指標,zhi3biao1,zhǐbiāo,target; norm; index; indicator,6
庸俗,庸俗,yong1su2,yōngsú,filthy; vulgar; debased,6
妥善,妥善,tuo3shan4,tuǒshàn,appropriate; proper; well-arranged,6
坚实,堅實,jian1shi2,jiānshí,firm and substantial; solid,6
启事,啟事,qi3shi4,qǐshì,announcement; public information (usually posted on a billboard),6
后勤,后勤,hou4qin2,hòuqín,logistics,6
面貌,面貌,mian4mao4,miànmào,appearance; looks; features,6
雌雄,雌雄,ci2xiong2,cíxióng,male and female; winners and losers,6
重叠,重疊,chong2die2,chóngdié,to overlap,6
相差,相差,xiang1cha4,xiāngchà,differ; difference,6
深奥,深奧,shen1'ao4,shēn'ào,profound; deep,6
周密,周密,zhou1mi4,zhōumì,meticulous; careful; thorough,6
凶恶,凶惡,xiong1'e4,xiōng'è,fierce; ferocious; menacing,6
铸造,鑄造,zhu4zao4,zhùzào,cast (pour metal into a mold),6
枯萎,枯萎,ku1wei3,kūwěi,wither; withered,6
投掷,投擲,tou2zhi4,tóuzhì,throw something a long distance; hurl,6
急剧,急劇,ji2ju4,jíjù,rapid; sudden,6
出息,出息,chu1xi5,chūxi,future prospects; aspiration; promise,6
优异,優異,you1yi4,yōuyì,exceptional; excellent; outstandingly good,6
专题,專題,zhuan1ti2,zhuāntí,special topic; questions; special matter or subject,6
鼓动,鼓動,gu3dong4,gǔdòng,agitate; instigate,6
雪上加霜,雪上加霜,xue3shang4jia1shuang1,xuěshàngjiāshuāng,(literally) add frost to snow; one disaster after another; insult added to injury,6
转让,轉讓,zhuan3rang4,zhuǎnràng,"transfer (technology, good, etc.); make over",6
范畴,范疇,fan4chou2,fànchóu,category,6
致辞,致辭,zhi4ci2,zhìcí,make/deliver a speech,6
田径,田徑,tian2jing4,tiánjìng,track and field,6
摸索,摸索,mo1suo3,mōsuǒ,feel about; grope around; fumble,6
排放,排放,pai2fang4,páifàng,to discharge; emit,6
固体,固體,gu4ti3,gùtǐ,solid,6
伯母,伯母,bo2mu3,bómǔ,aunt; wife of father's older brother,6
饲养,飼養,si4yang3,sìyǎng,to raise; to rear (domestic animal),6
迁就,遷就,qian1jiu4,qiānjiù,humor; yield; adapt to; accommodate (something),6
轮船,輪船,lun2chuan2,lúnchuán,steamship,6
解体,解體,jie3ti3,jiětǐ,disintegrate,6
舟,舟,zhou1,zhōu,boat (Kangxi radical 137),6
腥,腥,xing1,xīng,fishy (smell),6
改良,改良,gai3liang2,gǎiliáng,improve; to reform,6
布局,布局,bu4ju2,bùjú,arrangement; composition; layout,6
博览会,博覽會,bo2lan3hui4,bólǎnhuì,(international) exhibition,6
勤劳,勤勞,qin2lao2,qínláo,hardworking; diligent; industrious,6
利害,利害,li4hai5,lìhai,serious; formidable; devastating; (-hài: advantages and disadvantages),6
作废,作廢,zuo4fei4,zuòfèi,cancellation; delete; to nullify; to expire and thus lose validity,6
阵容,陣容,zhen4rong2,zhènróng,line-up (sports); troop arrangement,6
规格,規格,gui1ge2,guīgé,standard; norm; specification,6
统筹兼顾,統籌兼顧,tong3chou2jian1gu4,tǒngchóujiāngù,take every aspects into consideration through plan and preparation,6
简陋,簡陋,jian3lou4,jiǎnlòu,simple and crude (i.e. room or building),6
简化,簡化,jian3hua4,jiǎnhuà,simplify; simplification,6
果断,果斷,guo3duan4,guǒduàn,firm; decisive,6
提炼,提煉,ti2lian4,tíliàn,"extract and purify (ore, minerals, etc.); refine",6
唯独,唯獨,wei2du2,wéidú,only; just (i.e. it is only that ...); alone,6
反思,反思,fan3si1,fǎnsī,think back over something that happened; to reflect; introspection,6
不像话,不像話,bu2xiang4hua4,búxiànghuà,unreasonable; absurd; outrageous,6
附件,附件,fu4jian4,fùjiàn,attachment; enclosure,6
里程碑,裡程碑,li3cheng2bei1,lǐchéngbēi,milestone,6
荒凉,荒涼,huang1liang2,huāngliáng,desolate,6
致使,致使,zhi4shi3,zhìshǐ,cause; result in,6
筐,筐,kuang1,kuāng,basket,6
空想,空想,kong1xiang3,kōngxiǎng,daydream; fantasy,6
狼狈,狼狽,lang2bei4,lángbèi,in a difficult position or situation; in a tight corner; scoundrel! (derogatory),6
清澈,清澈,qing1che4,qīngchè,clear; limpid,6
格式,格式,ge2shi4,géshì,form; specification; format,6
方针,方針,fang1zhen1,fāngzhēn,policy; guidelines,6
投机,投機,tou2ji1,tóujī,speculate (on financial markets); congenial; opportunistic,6
干旱,干旱,gan1han4,gānhàn,drought; dry,6
地质,地質,di4zhi4,dìzhì,geology,6
团圆,團圓,tuan2yuan2,tuányuán,have a reunion; reunite as a family,6
嘈杂,嘈雜,cao2za2,cáozá,noisy; raucous,6
号召,號召,hao4zhao4,hàozhào,call upon; summon; to appeal,6
发呆,發呆,fa1dai1,fādāi,stare blankly; daze off,6
分红,分紅,fen1 hong2,fēn hóng,a bonus; to award a bonus; to draw or recieve dividends; to share profits,6
凄凉,淒涼,qi1liang2,qīliáng,desolate; feel like no one likes you,6
颁布,頒布,ban1bu4,bānbù,promulgate; to issue; publish (e.g a decree),6
爽快,爽快,shuang3kuai4,shuǎngkuài,refreshed; rejuvenated | frank,6
无精打采,無精打採,wu2jing1da3cai3,wújīngdǎcǎi,listless; be dispirited; in low spirits,6
参照,參照,can1zhao4,cānzhào,consult a reference; refer to (another document),6
化石,化石,hua4shi2,huàshí,fossil,6
切实,切實,qie4shi2,qièshí,realistic; feasible; conscientiously,6
丰收,豐收,feng1shou1,fēngshōu,bumper crop; have a good harvest,6
配套,配套,pei4 tao4,pèi tào,form a complete set,6
逝世,逝世,shi4shi4,shìshì,pass away; to die,6
迸发,迸發,beng4fa1,bèngfā,burst forth; burst out,6
董事长,董事長,dong3shi4zhang3,dǒngshìzhǎng,chairman of the board,6
英明,英明,ying1ming2,yīngmíng,wise; brilliant,6
简要,簡要,jian3yao4,jiǎnyào,concise; brief,6
秤,秤,cheng4,chèng,balance; scale; steelyard,6
整顿,整頓,zheng3dun4,zhěngdùn,Rectify; consolidate; reorganise ; sort out,6
抹杀,抹殺,mo3sha1,mǒshā,write off; erase; remove from evidence,6
总和,總和,zong3he2,zǒnghé,sum,6
开明,開明,kai1ming2,kāimíng,enlightened; open-minded,6
幅度,幅度,fu2du4,fúdù,width; margin; extent,6
威风,威風,wei1feng1,wēifēng,awe-inspiring authority; power and prestige; impressive force,6
压榨,壓榨,ya1zha4,yāzhà,"to press; to squeeze; to extract juice, oil, etc. by squeezing",6
修养,修養,xiu1yang3,xiūyǎng,accomplishment; self-cultivation,6
隐患,隱患,yin3huan4,yǐnhuàn,hidden danger,6
真挚,真摯,zhen1zhi4,zhēnzhì,sincere; sincerity; genuine,6
申报,申報,shen1bao4,shēnbào,declare; report (to customs or other authority),6
狭隘,狹隘,xia2'ai4,xiá'ài,narrow; tight; narrow (minded); lacking in experience,6
本钱,本錢,ben3qian2,běnqián,capital (financial),6
垄断,壟斷,long3duan4,lǒngduàn,monopoly,6
功效,功效,gong1xiao4,gōngxiào,efficiency; effectiveness,6
虚荣,虛榮,xu1rong2,xūróng,vanity,6
结算,結算,jie2suan4,jiésuàn,settle up the bill; close an account,6
滞留,滯留,zhi4liu2,zhìliú,detain; retention,6
治理,治理,zhi4li3,zhìlǐ,to bring under control; to govern; to manage,6
柴油,柴油,chai2you2,cháiyóu,diesel fuel; kerosene,6
无偿,無償,wu2chang2,wúcháng,free; no charge; at no cost,6
新陈代谢,新陳代謝,xin1 chen2 dai4xie4,xīn chén dàixiè,metabolism (bio); (saying) the new replaces the old,6
摄氏度,攝氏度,she4shi4du4,shèshìdù,degrees Celsius,6
接连,接連,jie1lian2,jiēlián,one after another; in a row; in succession,6
惹祸,惹禍,re3huo4,rěhuò,stir up troubles,6
岔,岔,cha4,chà,fork in the road; turn off; diverge,6
媳妇,媳婦,xi2fu4,xífù,daughter-in-law; son's wife,6
吃力,吃力,chi1li4,chīlì,strenuous; exhausted,6
参谋,參謀,can1mou2,cānmóu,advisor; give advice,6
勾结,勾結,gou1jie2,gōujié,collude with; collaborate; gang up,6
动荡,動蕩,dong4dang4,dòngdàng,(social or political) turmoil; unrest; upheaval,6
充沛,充沛,chong1pei4,chōngpèi,abundant; plentiful; vigorous,6
会晤,會晤,hui4wu4,huìwù,meet; meeting; conference,6
亚军,亞軍,ya4jun1,yàjūn,second place; runner-up,6
主权,主權,zhu3quan2,zhǔquán,sovereignty,6
主办,主辦,zhu3ban4,zhǔbàn,to host (a conference or sports event),6
眯,瞇,"mi1, mi2","mī, mí",to squint; to take a nap | get something in one's eye,6
盛行,盛行,sheng4xing2,shèngxíng,in fashion; prevalent; prevail,6
畅通,暢通,chang4tong1,chàngtōng,unimpeded; unclogged; free-flowing; straight path; to expedite,6
生疏,生疏,sheng1shu1,shēngshū,unfamiliar; strange; out of practice,6
海拔,海拔,hai3ba2,hǎibá,height above sea level; elevation,6
斯文,斯文,si1wen5,sīwen,refined; educated; cultured; intellectual; men of letters; scholars; literati; polite; gentle,6
悬挂,懸挂,xuan2gua4,xuánguà,suspend; hang; suspension (cable car),6
堆积,堆積,dui1ji1,duījī,pile up; accumulate,6
坚韧,堅韌,jian1ren4,jiānrèn,tough and durable; hard-bitten; firm and tenacious,6
唾弃,唾棄,tuo4qi4,tuòqì,cast aside; spurn,6
觉悟,覺悟,jue2wu4,juéwù,consciousness; awareness; (Buddhist) enlightenment,6
自发,自發,zi4fa1,zìfā,spontaneous; unprompted,6
空隙,空隙,kong4xi4,kòngxì,crack; gap between two objects,6
狠心,狠心,hen3 xin1,hěn xīn,callous; cruel; cold-blooded,6
派别,派別,pai4bie2,pàibié,denomination; group; school; faction; school of thought; sect,6
攻克,攻克,gong1ke4,gōngkè,to capture; to take,6
意向,意向,yi4xiang4,yìxiàng,will; intent; disposition,6
开拓,開拓,kai1tuo4,kāituò,break new ground (for agriculture); development,6
别致,別致,bie2zhi4,biézhì,unique; unconventional; fancy,6
创业,創業,chuang4ye4,chuàngyè,begin an undertaking; start a major task; start a company,6
伤脑筋,傷腦筋,shang1 nao3jin1,shāng nǎojīn,troublesome; bothersome,6
为期,為期,wei2qi1,wéiqī,be scheduled for; last for (a certain duration),6
通货膨胀,通貨膨脹,tong1huo4 peng2zhang4,tōnghuò péngzhàng,inflation,6
端正,端正,duan1zheng4,duānzhèng,upright; regular; proper; correct,6
港湾,港灣,gang3wan1,gǎngwān,harbor; estuary,6
文献,文獻,wen2xian4,wénxiàn,document; literature,6
崇敬,崇敬,chong2jing4,chóngjìng,revere; admire; veneration,6
对照,對照,dui4zhao4,duìzhào,contrast; compare,6
媒介,媒介,mei2jie4,méijiè,media; medium,6
处分,處分,chu3fen4,chǔfèn,punish; punishment; discipline; disposal,6
和气,和氣,he2qi5,héqi,friendly; polite; amiable,6
霸道,霸道,ba4dao4,bàdào,"overbearing; despotic hegemony; rule by force; (of liquor, medicine, etc.) strong",6
赞叹,贊嘆,zan4tan4,zàntàn,sigh or grasp in admiration; highly praise,6
苦涩,苦澀,ku3se4,kǔsè,bitter and astringent; pained; agonized; anguished,6
耸,聳,song3,sǒng,shrug; towering; shock (alarm),6
科目,科目,ke1mu4,kēmù,(school) subject,6
点缀,點綴,dian3zhui4,diǎnzhuì,decorate; an ornament; beautify; embellish; be the finishing touch,6
歌颂,歌頌,ge1song4,gēsòng,sing the praise of; extol; eulogize,6
杂交,雜交,za2jiao1,zájiāo,create a hybrid; cross-fertilize,6
暂且,暫且,zan4qie3,zànqiě,for the moment; for the time being; temporarily,6
嘱咐,囑咐,zhu3fu4,zhǔfù,enjoin; to tell; exhort,6
冷落,冷落,leng3luo4,lěngluò,to treat somebody coldy; to snub; desolate; to give the cold shoulder,6
一丝不苟,一絲不苟,yi4si1bu4gou3,yìsībùgǒu,(literally) not one thread loose; strictly according to the rules; meticulous,6
迟缓,遲緩,chi2huan3,chíhuǎn,slow; sluggish,6
眼色,眼色,yan3se4,yǎnsè,a wink; signal with one's eyes,6
浸泡,浸泡,jin4pao4,jìnpào,to soak,6
栏目,欄目,lan2mu4,lánmù,"column (in a newspaper,TV,etc)",6
有条不紊,有條不紊,you3tiao2bu4wen3,yǒutiáobùwěn,in an orderly way; methodically; systematically; methodical,6
慰问,慰問,wei4wen4,wèiwèn,to express sympathy; consolation; extend regards to; salute,6
威信,威信,wei1xin4,wēixìn,prestige; reputation; veneration; authority; trust,6
一目了然,一目了然,yi2mu4liao3ran2,yímùliǎorán,obvious at a glance,6
自力更生,自力更生,zi4 li4 geng1 sheng1,zì lì gēng shēng,(idiom) self reliance,6
灯笼,燈籠,deng1long5,dēnglong,lantern,6
时事,時事,shi2shi4,shíshì,current events; the present situation,6
新颖,新穎,xin1ying3,xīnyǐng,new and original; novel,6
兴高采烈,興高採烈,xing4 gao1 cai3 lie4,xìng gāo cǎi liè,in high spirits,6
停泊,停泊,ting2bo2,tíngbó,anchor; mooring (of a ship),6
倔强,倔強,jue2jiang4,juéjiàng,stubborn; unbending,6
俯视,俯視,fu3shi4,fǔshì,look down at; overlook,6
世代,世代,shi4dai4,shìdài,for generations; generation to generation,6
靠拢,靠攏,kao4long3,kàolǒng,draw close; close up; move up,6
踏实,踏實,ta1shi5,tāshi,practical; down-to-earth; realistic; feel at ease; steadfast,6
立足,立足,li4zu2,lìzú,base oneself on; be established; have a footing,6
物业,物業,wu4ye4,wùyè,property management,6
淡水,淡水,dan4shui3,dànshuǐ,fresh water; potable water (water with low salt content),6
杠杆,杠杆,gang4gan3,gànggǎn,lever; pry bar; crowbar; financial leverage,6
朴素,朴素,pu3su4,pǔsù,plain; simple; austerity,6
开辟,開辟,kai1pi4,kāipì,open up; to start; to build,6
家喻户晓,家喻戶曉,jia1 yu4 hu4 xiao3,jiā yù hù xiǎo,become a household name; well-known,6
周折,周折,zhou1zhe2,zhōuzhé,setback; twists and turns; problem; complication,6
丛,叢,cong2,cóng,crowd together; thicket; collection,6
进而,進而,jin4'er2,jìn'ér,and then (what follows next),6
请示,請示,qing3shi4,qǐngshì,ask for instructions,6
肆无忌惮,肆無忌憚,si4wu2ji4dan4,sìwújìdàn,absolutely unrestrained; unbridled; without the slightest scruple,6
确立,確立,que4li4,quèlì,to establish; to institute,6
盛情,盛情,sheng4qing2,shèngqíng,great kindness; boundless hospitality,6
狼吞虎咽,狼吞虎咽,lang2tun1hu3yan4,lángtūnhǔyàn,wolf down one's food (idiom); gorge oneself,6
框架,框架,kuang4jia4,kuàngjià,frame; framework; skeleton,6
平坦,平坦,ping2tan3,píngtǎn,flat,6
冰雹,冰雹,bing1bao2,bīngbáo,hail,6
随即,隨即,sui2ji2,suíjí,immediately (after); soon after; immediately,6
赤字,赤字,chi4zi4,chìzì,(financial) deficit; red ink,6
草案,草案,cao3'an4,cǎo'àn,"draft (legislation, proposal, etc.)",6
精简,精簡,jing1jian3,jīngjiǎn,simplify; cut; reduce,6
疙瘩,疙瘩,ge1da5,gēda,swelling or lump on skin,6
时而,時而,shi2'er2,shí'ér,"occasionally; often, but not at any fixed time",6
散文,散文,san3wen2,sǎnwén,prose; essay,6
工艺品,工藝品,gong1yi4pin3,gōngyìpǐn,handicraft; handiwork,6
埋没,埋沒,mai2mo4,máimò,oblivion; bury; neglect,6
品德,品德,pin3de2,pǐndé,moral character; morality; morals,6
偏差,偏差,pian1cha1,piānchā,bias; deviation,6
倘若,倘若,tang3ruo4,tǎngruò,provided that; supposing that; if; in case,6
便于,便於,bian4yu2,biànyú,be easy; be convenient for,6
雄伟,雄偉,xiong2wei3,xióngwěi,grand; majestic,6
通俗,通俗,tong1su2,tōngsú,popular; common; everyday; average; vulgar,6
装卸,裝卸,zhuang1xie4,zhuāngxiè,load and unload; to transfer,6
衬托,襯托,chen4tuo1,chèntuō,to set off; serve as a foil to,6
考核,考核,kao3he2,kǎohé,examine; check up on,6
繁华,繁華,fan2hua2,fánhuá,flourishing; bustling; prosperous,6
母语,母語,mu3yu3,mǔyǔ,native/mother tongue,6
以至,以至,yi3zhi4,yǐzhì,down to; up to; to such an extent as to...,6
举足轻重,舉足輕重,ju3zu2qing1zhong4,jǔzúqīngzhòng,a foot's move sways the balance; hold the balance of power; play a key role,6
隐约,隱約,yin3yue1,yǐnyuē,vague; faint; indistinct,6
调和,調和,tiao2he2,tiáohé,harmonious; harmony,6
误差,誤差,wu4cha1,wùchā,difference; error; inaccuracy,6
论证,論証,lun4zheng4,lùnzhèng,prove a point; expound on; argumentation,6
灌溉,灌溉,guan4gai4,guàngài,irrigate,6
注释,注釋,zhu4shi4,zhùshì,annotate; annotation; note; make notes in the margin,6
油腻,油膩,you2ni4,yóunì,greasy or oily (food),6
摘要,摘要,zhai1yao4,zhāiyào,summary; abstract,6
姑且,姑且,gu1qie3,gūqiě,temporarily; the time being,6
天文,天文,tian1wen2,tiānwén,astronomy,6
大体,大體,da4ti3,dàtǐ,in general; more or less; on the whole,6
变故,變故,bian4gu4,biàngù,unforeseen event; accident,6
发扬,發揚,fa1yang2,fāyáng,develop; make full use of; to carry on,6
反问,反問,fan3wen4,fǎnwèn,ask a rhetorical question; answer a question with a question,6
争气,爭氣,zheng1 qi4,zhēng qì,work hard for sth.; determined not to fall short,6
不相上下,不相上下,bu4 xiang1 shang4 xia4,bù xiāng shàng xià,equally matched; about the same,6
问世,問世,wen4shi4,wènshì,be published; to come out,6
锦上添花,錦上添花,jin3shang4tian1hua1,jǐnshàngtiānhuā,"lit. on brocade, add flowers (idiom); to decorate sth already perfect / gilding the lily",6
钻研,鑽研,zuan1yan2,zuānyán,study intensively; delve into,6
追悼,追悼,zhui1dao4,zhuīdào,"mourning; memorial (service, etc.)",6
萌芽,萌芽,meng2ya2,méngyá,sprout; bud; germ of a plant,6
立方,立方,li4fang1,lìfāng,cube; (mw cubic units of measure),6
波涛,波濤,bo1tao1,bōtāo,great waves; billows,6
播种,播種,bo1zhong3,bōzhǒng,sow seeds; sowing; seed,6
寒暄,寒暄,han2xuan1,hánxuān,exchanging conventional greetings; winter and summer,6
千方百计,千方百計,qian1 fang1 bai3 ji4,qiān fāng bǎi jì,by every possible means,6
加剧,加劇,jia1ju4,jiājù,aggravate; intensify; sharpen; accelerate； exacerbate,6
伶俐,伶俐,ling2li4,línglì,clever; witty; intelligent,6
书法,書法,shu1fa3,shūfǎ,calligraphy; penmanship,6
上进,上進,shang4jin4,shàngjìn,make forward progress; do better,6
陈列,陳列,chen2lie4,chénliè,to display; to exhibit,6
镶嵌,鑲嵌,xiang1qian4,xiāngqiàn,inlay,6
赤道,赤道,chi4dao4,chìdào,the equator,6
胸怀,胸懷,xiong1huai2,xiōnghuái,think about; heart; one's bosom (the seat of emotions); breast; broad-minded and open,6
无穷无尽,無窮無盡,wu2qiong2wu2jin4,wúqióngwújìn,"vast and limitless; endless span of time; no vestige of a beginning, no prospect of an end",6
拄,拄,zhu3,zhǔ,post; lean on a stick; prop,6
心疼,心疼,xin1teng2,xīnténg,love dearly; the pain of love,6
巴结,巴結,ba1jie5,bājie,to fawn on; curry favor with,6
力求,力求,li4qiu2,lìqiú,make every effort; do one's best,6
不屑一顾,不屑一顧,bu2xie4yi2gu4,búxièyígù,not worth seeing; disdain as beneath contempt,6
遏制,遏制,e4zhi4,èzhì,keep within limits; contain; restrain; hold back,6
督促,督促,du1cu4,dūcù,supervise and urge sb. to complete a task,6
着重,著重,zhuo2zhong4,zhuózhòng,put emphasis on; to stress,6
盖章,蓋章,gai4zhang1,gàizhāng,affix one's seal; seal; stamp,6
湖泊,湖泊,hu2po1,húpō,lake,6
椭圆,橢圓,tuo3yuan2,tuǒyuán,ellipse; oval,6
操劳,操勞,cao1lao2,cāoláo,work hard; look after,6
心得,心得,xin1de2,xīndé,knowledge gained,6
刊物,刊物,kan1wu4,kānwù,publication; periodical; journal,6
颈椎,頸椎,jing3zhui1,jǐngzhuī,cervical vertebra; the seven cervical vertebrae in the neck of humans and most mammals,6
迎面,迎面,ying2 mian4,yíng miàn,face to face; headlong; in one's face,6
舒畅,舒暢,shu1chang4,shūchàng,happy; entirely free from worry,6
章程,章程,zhang1cheng2,zhāngchéng,written rules; statute; regulations; charter of a corporation,6
神气,神氣,shen2qi4,shénqì,expression; manner; spirited,6
栽培,栽培,zai1pei2,zāipéi,grow; educate; cultivate,6
昼夜,晝夜,zhou4ye4,zhòuyè,day and night; continuously without stop,6
敌视,敵視,di2shi4,díshì,be hostile; adopt a negative attitude towards,6
招收,招收,zhao1shou1,zhāoshōu,recruit; take in; to hire,6
